#P = 2.9, D = 1.89749, alpha = 0.8, beta = 0.3
-0.167634	0.447306
0.15889	0.258398
0.4187	0.285817
0.338767	-0.38843
0.109	-0.121229
0.0382001	-0.0360891
0.0187244	-0.00767247
0.0175354	0.00403041
0.0257792	0.0124978
0.043382	0.0234854
0.0750518	0.0414304
0.130509	0.0722978
0.227155	0.125917
0.395439	0.219226
0.253474	-0.452644
-0.0536083	-0.216715
-0.249336	-0.197181
-0.0483101	0.547801
0.395272	0.400275
0.40431	-0.311916
0.256623	-0.026721
0.305763	0.116241
0.0529165	-0.580626
-0.416769	-0.423345
-0.016099	1.11679
0.0412794	-0.808572
-0.186881	0.227447
-0.0491433	0.0771185
0.00151695	0.0337413
0.0300895	0.0270533
0.0610358	0.0371079
0.108985	0.061452
0.190591	0.105989
0.332071	0.184203
0.143248	-0.513719
-0.245473	-0.323074
-0.148404	0.451947
0.187344	0.272275
0.0317127	-0.522495
-0.395377	-0.389454
-0.395416	0.320276
-0.238279	0.0379718
-0.272927	-0.0976957
-0.430407	-0.221716
-0.300253	0.432036
-0.0233849	0.175709
0.1167	0.124177
0.252785	0.158895
0.0207769	-0.575738
-0.0188379	0.397594
0.30763	0.299183
0.207931	-0.43734
-0.0990616	-0.22913
-0.3178	-0.231108
-0.164136	0.484858
0.194691	0.289473
0.0554528	-0.505196
-0.350596	-0.363324
-0.316369	0.364511
-0.100323	0.114584
-0.032652	0.0355538
-0.0120785	0.0102186
-0.00691537	0.00149848
-0.00759017	-0.00252698
-0.0118112	-0.00601822
-0.02012	-0.0109875
-0.0348875	-0.019289
-0.0606916	-0.0336308
-0.105644	-0.0585638
-0.183911	-0.101959
-0.320168	-0.177501
-0.12244	0.525287
0.281724	0.343182
0.211521	-0.416951
-0.0774614	-0.211355
-0.275357	-0.205749
-0.0887225	0.527244
0.326459	0.362707
0.284999	-0.377878
0.0490688	-0.141731
-0.0555186	-0.0840357
-0.141084	-0.0950057
-0.259619	-0.149226
-0.0214461	0.57961
0.0212124	-0.39494
-0.302381	-0.295851
-0.19844	0.442735
0.115695	0.238394
0.346792	0.247194
0.21462	-0.456866
-0.106801	-0.240745
-0.337384	-0.244274
-0.200156	0.464161
0.131377	0.254142
0.379978	0.267816
0.274248	-0.423106
-0.00240875	-0.182649
-0.155463	-0.143348
-0.318333	-0.194503
-0.134279	0.513043
0.256375	0.327338
0.165897	-0.44281
-0.157359	-0.255828
-0.414599	-0.283001
-0.331175	0.39281
-0.0956394	0.12869
-0.0148959	0.0490259
0.0218599	0.0301778
0.0531221	0.0351439
0.0972298	0.0556989
0.170764	0.0952375
0.297755	0.165254
0.08357	-0.546781
-0.349346	-0.380654
-0.329229	0.351699
-0.127452	0.0977531
-0.0813742	0.00797755
-0.0973699	-0.037245
-0.155547	-0.0809593
-0.26639	-0.146023
-0.0274305	0.578485
0.0126238	-0.39901
-0.316756	-0.303602
-0.223284	0.42903
0.072502	0.214469
0.271615	0.205523
0.0837503	-0.529417
-0.334629	-0.367053
-0.299069	0.370136
-0.0735144	0.128197
0.0129765	0.0604561
0.067027	0.0539504
0.130696	0.0777509
0.231944	0.130258
0.405182	0.225159
0.270879	-0.442827
-0.0231679	-0.199786
-0.196298	-0.167761
-0.390903	-0.235295
-0.261082	0.442568
0.0354767	0.204816
0.21623	0.178245
0.42513	0.254092
0.320518	-0.409672
0.0679495	-0.147494
-0.0361902	-0.0784367
-0.111704	-0.0803305
-0.209817	-0.122124
-0.37011	-0.207018
-0.21091	0.475663
0.127225	0.257346
0.377344	0.268091
0.27111	-0.424299
-0.00741546	-0.185253
-0.164036	-0.148046
-0.333211	-0.202734
-0.160166	0.498697
0.211313	0.302357
0.0874509	-0.4863
-0.293926	-0.331541
-0.217408	0.41949
0.0720544	0.210187
0.26747	0.201953
0.0754731	-0.534407
-0.349373	-0.375353
-0.324843	0.355807
-0.118417	0.10329
-0.0652052	0.0171082
-0.0690825	-0.02151
-0.106258	-0.0536167
-0.180569	-0.0984387
-0.312959	-0.172979
-0.109451	0.532654
0.304474	0.355847
0.251172	-0.394953
-0.00842037	-0.173074
-0.155159	-0.13911
-0.314409	-0.191045
-0.126377	0.517829
0.270469	0.335279
0.19054	-0.429108
-0.114425	-0.232013
-0.339846	-0.241553
-0.201034	0.464962
0.130923	0.254297
0.379527	0.267694
0.27357	-0.423442
-0.00355651	-0.183273
-0.157451	-0.144445
-0.32179	-0.196418
-0.140296	0.509708
0.245901	0.321531
0.147663	-0.452919
-0.189103	-0.273427
-0.0349223	0.52066
0.389743	0.386313
0.385593	-0.325727
0.221174	-0.0474569
0.243147	0.0811849
0.378562	0.192973
0.209996	-0.482075
-0.133743	-0.262821
-0.390244	-0.27583
-0.294058	0.411392
-0.0326888	0.16296
0.0941696	0.109294
0.211566	0.135289
0.383329	0.218191
0.23713	-0.459915
-0.0805682	-0.231097
-0.2958	-0.222763
-0.12905	0.503095
0.254759	0.322392
0.159706	-0.447519
-0.169203	-0.262797
-0.435553	-0.294745
-0.36776	0.372487
-0.159364	0.0933481
-0.125845	-0.0124884
-0.171295	-0.0769084
-0.283141	-0.151281
-0.0532307	0.565452
0.403707	0.411375
0.424354	-0.298778
0.293208	-0.00579982
0.369987	0.152048
0.164891	-0.518484
-0.221781	-0.315224
-0.111567	0.470703
0.250084	0.306533
0.140499	-0.46235
-0.20613	-0.284588
-0.0660005	0.502888
0.335186	0.355896
0.290473	-0.378516
0.0555345	-0.139304
-0.0452282	-0.0786957
-0.123474	-0.0853577
-0.229058	-0.132319
-0.403212	-0.225221
-0.268412	0.443831
0.0271592	0.201884
0.203151	0.171524
0.402802	0.241881
0.281788	-0.431091
0.000568527	-0.184834
-0.15348	-0.143457
-0.315889	-0.193529
-0.130341	0.515106
0.26313	0.331045
0.177625	-0.43632
-0.136951	-0.244518
-0.379075	-0.263307
-0.269332	0.427096
0.012022	0.188377
0.172531	0.152936
0.348151	0.211074
0.186222	-0.484233
-0.165936	-0.277194
-0.00844925	0.5301
0.431461	0.407791
0.0219034	-1.12105
-0.0374077	0.808363
0.191657	-0.225542
0.0568369	-0.0730873
0.0116815	-0.0264978
-0.00717396	-0.0143722
-0.0211616	-0.015009
-0.0395742	-0.022973
-0.0697564	-0.0389987
-0.12171	-0.067579
-0.211971	-0.117549
-0.369047	-0.20461
-0.207541	0.478104
0.133569	0.261044
0.388538	0.274354
0.290646	-0.413451
0.0266088	-0.166384
-0.104798	-0.115203
-0.230083	-0.14556
-0.41557	-0.236067
-0.293259	0.428796
-0.0171474	0.176924
0.125687	0.128452
